"ACCOUNTID";"CODE";"CODE_MA";"IS_CHURN";"CHURN_DATE"
"1937242";"SA930018702";"MA360002027";"0";""
"1937305";"SA470018434";"MA880021174";"0";""
"1937416";"SA810018636";"MA150004817";"0";""
"1937558";"SA680008560";"MA260000360";"0";""
"1937571";"SA920006291";"MA740003712";"0";""
"1937579";"SA330006418";"MA300000983";"0";""
"1937581";"SA690015687";"MA130013019";"0";""
"1937768";"SA400012937";"MA730015831";"0";""
"1937943";"SA890000759";"MA920011948";"0";""
"1938051";"SA800000733";"MA180009223";"0";""
"1938060";"SA200014123";"MA940019742";"0";""
"1938107";"SA670007032";"MA930018255";"0";""
"1938128";"SA470015318";"MA140020895";"0";""
"1938135";"SA940020841";"MA190009813";"0";""
"1938187";"SA700006815";"MA810012584";"0";""
"1938249";"SA860005618";"MA620011364";"0";""
"1938261";"SA380014278";"MA890014424";"0";""
"1938309";"SA590013647";"MA460002723";"1";"31.07.2020"
"1938351";"SA850009675";"MA960018151";"0";""
"1938538";"SA720016425";"MA610013693";"1";"30.11.2021"
"1938657";"SA600000804";"MA230014758";"0";""
"1938715";"SA970000495";"MA920019950";"0";""
"1938805";"SA280009590";"MA610018074";"0";""
"1938834";"SA150020230";"MA790003649";"0";""
"1938923";"SA530012437";"MA260020857";"0";""
"1938957";"SA550018126";"MA520018098";"0";""
"1938995";"SA570000186";"MA930011399";"0";""
"1939087";"SA510005375";"MA550008404";"1";"30.09.2022"
"1939089";"SA650016696";"MA430000066";"0";""
"1939403";"SA460000886";"MA790020342";"0";""
"1939417";"SA530007733";"MA910005209";"1";"31.07.2021"
"1939439";"SA830010370";"MA320007914";"1";"30.11.2021"
"1939476";"SA280018847";"MA340002149";"0";""
"1939576";"SA980005134";"MA950010916";"1";"31.10.2020"
"1939761";"SA330021099";"MA980004445";"0";""
"1939905";"SA880007970";"MA600011000";"1";"31.03.2021"
"1939968";"SA920002053";"MA460021579";"0";""
"1940059";"SA620015228";"MA930007076";"0";""
"1940096";"SA540003246";"MA150011716";"0";""
"1940185";"SA300016730";"MA820016732";"0";""
"1940253";"SA360013510";"MA950019158";"1";"28.02.2022"
"1940275";"SA670020030";"MA760003439";"0";""
"1940400";"SA410006899";"MA630009963";"0";""
"1940531";"SA120018853";"MA490002151";"0";""
"1940543";"SA520007082";"MA320015561";"0";""
"1940562";"SA560010782";"MA710016512";"1";"31.08.2020"
"1940577";"SA540012521";"MA300018180";"0";""
"1940612";"SA320000586";"MA270006250";"0";""
"1940685";"SA940018152";"MA560007149";"0";""
"1940716";"SA160012993";"MA510013175";"0";""
"1940795";"SA870011223";"MA600019700";"0";""
"1940862";"SA760004907";"MA340002276";"0";""
"1940894";"SA160006837";"MA860015329";"0";""
"1940930";"SA710015552";"MA340010182";"0";""
"1940946";"SA170007166";"MA770012924";"1";"31.07.2021"
"1940948";"SA190019101";"MA560016255";"1";"31.05.2021"
"1941008";"SA330013105";"MA580005030";"0";""
"1941019";"SA280013374";"MA200010855";"1";"30.09.2021"
"1941081";"SA110004601";"MA470018618";"0";""
"1941144";"SA450006544";"MA590020536";"0";""
"1941261";"SA600003968";"MA550017917";"0";""
"1941504";"SA440021037";"MA580018150";"0";""
"1941713";"SA580002463";"MA730021985";"1";"31.07.2020"
"1941715";"SA800008232";"MA450019421";"0";""
"1941767";"SA430012364";"MA480020802";"0";""
"1941865";"SA960001396";"MA860015365";"0";""
"1941896";"SA480016920";"MA850005923";"0";""
"1941957";"SA560013094";"MA760002147";"0";""
"1941985";"SA570008323";"MA550019518";"0";""
"1942009";"SA980018565";"MA590010360";"0";""
"1942076";"SA530021293";"MA940015634";"0";""
"1942113";"SA450004914";"MA380005142";"1";"31.12.2020"
"1942246";"SA720011333";"MA550006030";"0";""
"1942350";"SA430010956";"MA220013937";"0";""
"1942395";"SA510012277";"MA480006960";"1";"31.12.2022"
"1942543";"SA640009596";"MA370007112";"0";""
"1942626";"SA650001906";"MA390002031";"0";""
"1942698";"SA800019439";"MA790013848";"1";"28.02.2021"
"1942741";"SA480013719";"MA740016584";"1";"30.09.2022"
"1942752";"SA510015497";"MA760012833";"0";""
"1942842";"SA770013369";"MA430010847";"1";"30.11.2020"
"1942862";"SA560003323";"MA450020043";"0";""
"1942914";"SA640002387";"MA560002522";"1";"31.01.2022"
"1942965";"SA900014297";"MA110019928";"0";""
"1943026";"SA370020170";"MA740011861";"0";""
"1943171";"SA580018682";"MA840001995";"0";""
"1943326";"SA970017338";"MA810006350";"0";""
"1943397";"SA400007924";"MA310019150";"1";"28.02.2021"
"1943681";"SA560014036";"MA280011443";"0";""
"1943703";"SA800007378";"MA220015833";"0";""
"1943812";"SA180008825";"MA700011800";"0";""
"1943848";"SA430018753";"MA300004924";"1";"31.12.2022"
"1943894";"SA780014669";"MA410017470";"0";""
"1943902";"SA120021292";"MA250012933";"1";"30.09.2020"
"1943979";"SA930010060";"MA970013072";"0";""
"1943992";"SA940016542";"MA200019303";"1";"31.07.2022"
"1943996";"SA870002622";"MA650016568";"1";"31.08.2022"
"1944023";"SA780007428";"MA170015880";"0";""
"1944183";"SA670007364";"MA350013122";"0";""
"1944214";"SA870007871";"MA140021911";"1";"31.08.2020"
"1944250";"SA520013260";"MA400016164";"1";"31.03.2022"
"1944289";"SA450019613";"MA740016746";"0";""
"1944314";"SA180012670";"MA350010181";"0";""
"1944315";"SA500002877";"MA670019583";"0";""
"1944316";"SA400017677";"MA330003895";"0";""
"1944432";"SA330006616";"MA500001176";"0";""
"1944450";"SA820008998";"MA180006464";"0";""
"1944735";"SA900011191";"MA460003132";"0";""
"1944774";"SA460002935";"MA630016865";"0";""
"1944885";"SA300006907";"MA770012668";"0";""
"1944909";"SA900015869";"MA150013157";"0";""
"1944925";"SA670004743";"MA890002124";"0";""
"1945051";"SA460002869";"MA640000164";"0";""
"1945172";"SA450004204";"MA280001554";"0";""
"1945217";"SA130008492";"MA660019715";"0";""
"1945702";"SA210021509";"MA850018640";"0";""
"1945722";"SA400013415";"MA650010884";"1";"31.08.2020"
"1945802";"SA930015983";"MA600004988";"0";""
"1945860";"SA540010771";"MA850022059";"1";"30.09.2021"
"1945914";"SA100017289";"MA550009103";"0";""
"1945925";"SA340003528";"MA850000807";"0";""
"1946036";"SA430007416";"MA910021415";"0";""
"1946297";"SA130019620";"MA120008577";"0";""
"1946473";"SA130021911";"MA710013528";"1";"31.08.2020"
"1946486";"SA560015363";"MA340012701";"0";""
"1946498";"SA590020324";"MA480003713";"0";""
"1946516";"SA590015037";"MA280015122";"0";""
"1946544";"SA660003583";"MA620006539";"0";""
"1946566";"SA150019967";"MA470008930";"0";""
"1946664";"SA910019055";"MA480018973";"1";"30.04.2021"
"1946830";"SA770001919";"MA490004895";"0";""
"1946880";"SA260022012";"MA850002532";"1";"31.07.2020"
"1947018";"SA170004883";"MA540002251";"1";"30.04.2022"
"1947043";"SA180005702";"MA430000256";"0";""
"1947047";"SA970008071";"MA410002695";"1";"31.03.2021"
"1947052";"SA740021388";"MA680007526";"0";""
"1947219";"SA690006237";"MA400011939";"0";""
"1947244";"SA320000159";"MA760003055";"0";""
"1947333";"SA260020012";"MA180019954";"0";""
"1947340";"SA870002236";"MA920016199";"1";"30.09.2021"
"1947402";"SA390009649";"MA800007154";"0";""
"1947526";"SA220017709";"MA330017687";"0";""
"1947542";"SA460009654";"MA380012665";"0";""
"1947564";"SA730003005";"MA570019734";"0";""
"1947671";"SA220017350";"MA960006366";"0";""
"1947798";"SA460009736";"MA900015475";"0";""
"1947842";"SA520002220";"MA670018961";"1";"30.11.2020"
"1947895";"SA230002136";"MA840021650";"0";""
"1947956";"SA410016851";"MA570014175";"0";""
"1947981";"SA170008822";"MA380003524";"0";""
"1948177";"SA600008812";"MA170000599";"0";""
"1948243";"SA590018067";"MA640012571";"0";""
"1948299";"SA560002015";"MA630010606";"0";""
"1948365";"SA290021507";"MA300018637";"0";""
"1948668";"SA810016199";"MA590008030";"1";"30.06.2021"
"1948783";"SA970012177";"MA280004076";"0";""
"1948885";"SA330010139";"MA960015841";"0";""
"1949042";"SA340016941";"MA140014257";"0";""
"1949050";"SA430016098";"MA590016098";"0";""
"1949089";"SA870000251";"MA220016902";"0";""
"1949102";"SA160004079";"MA490009887";"0";""
"1949220";"SA440016771";"MA810003013";"0";""
"1949285";"SA580007133";"MA360007380";"0";""
"1949305";"SA890005100";"MA380008142";"1";"30.11.2021"
"1949353";"SA730005668";"MA660019619";"0";""
"1949477";"SA240001715";"MA190012981";"0";""
"1949534";"SA520018386";"MA320018341";"0";""
"1949621";"SA800015036";"MA370001201";"0";""
"1949625";"SA760019016";"MA470010764";"1";"31.10.2022"
"1949818";"SA490020871";"MA500017983";"0";""
"1949826";"SA340021821";"MA230013438";"1";"31.03.2022"
"1949959";"SA370003109";"MA820017058";"0";""
"1949960";"SA400006914";"MA600018138";"0";""
"1949986";"SA300008165";"MA700016588";"1";"30.06.2021"
"1950039";"SA380019363";"MA100013798";"1";"31.10.2020"
"1950067";"SA440014447";"MA270006306";"0";""
"1950079";"SA850017322";"MA560020106";"0";""
"1950081";"SA680012385";"MA820004273";"0";""
"1950110";"SA750007946";"MA620005428";"1";"30.09.2022"
"1950154";"SA240012507";"MA710004411";"0";""
"1950341";"SA120020906";"MA710018018";"0";""
"1950408";"SA810007347";"MA880010412";"0";""
"1950432";"SA760018739";"MA220004915";"0";""
"1950485";"SA720018812";"MA820015968";"0";""
"1950634";"SA790000692";"MA270000713";"0";""
"1950674";"SA350019059";"MA260021767";"1";"31.08.2022"
"1950691";"SA340008506";"MA360019729";"0";""
"1950747";"SA380014352";"MA490011738";"0";""
"1950769";"SA800007339";"MA480021350";"0";""
"1950809";"SA380015769";"MA100015773";"0";""
"1950933";"SA290019066";"MA650008043";"1";"31.12.2020"
"1951022";"SA550006026";"MA650019993";"0";""
"1951055";"SA690013185";"MA940005112";"1";"31.08.2022"
"1951227";"SA870012485";"MA310004376";"0";""
"1951267";"SA490022243";"MA100013847";"1";"30.09.2020"
"1951296";"SA130013283";"MA810018955";"1";"31.07.2020"
"1951301";"SA120016251";"MA410010839";"1";"31.12.2021"
"1951309";"SA880018482";"MA480018426";"0";""
"1951328";"SA280005189";"MA110002566";"1";"30.09.2022"
"1951406";"SA660013119";"MA190002180";"0";""
"1951501";"SA200005083";"MA960010881";"1";"30.11.2020"
"1951569";"SA790000360";"MA230006012";"0";""
"1951577";"SA790009811";"MA910018276";"0";""
"1951579";"SA590015272";"MA470004320";"0";""
"1951648";"SA150001706";"MA490004669";"0";""
"1951651";"SA430011912";"MA790014889";"0";""
"1951679";"SA180012402";"MA210020824";"0";""
"1951764";"SA720005307";"MA660022076";"1";"31.08.2020"
"1951779";"SA980014544";"MA780000733";"0";""
"1952044";"SA310008240";"MA360016671";"0";""
"1952059";"SA620018138";"MA240004343";"0";""
"1952115";"SA840002433";"MA860013669";"1";"30.09.2020"
"1952333";"SA650001663";"MA210021177";"0";""
"1952381";"SA100016252";"MA850002400";"1";"30.06.2022"
"1952442";"SA710017017";"MA150006034";"0";""
"1952603";"SA910001688";"MA800012955";"1";"31.08.2020"
"1952609";"SA200011460";"MA470011708";"0";""
"1952620";"SA830009496";"MA860004207";"0";""
"1952664";"SA380018788";"MA980004948";"0";""
"1952693";"SA650011419";"MA170006113";"0";""
"1952724";"SA670006697";"MA840015164";"0";""
"1953001";"SA770007688";"MA420016142";"1";"30.04.2022"
"1953015";"SA540002805";"MA550000114";"0";""
"1953024";"SA420011321";"MA920019787";"0";""
"1953315";"SA840005041";"MA290002422";"1";"31.08.2022"
"1953321";"SA160018398";"MA570012889";"0";""
"1953347";"SA410001204";"MA720001250";"0";""
"1953372";"SA350012934";"MA110010434";"0";""
"1953378";"SA270004624";"MA450004869";"0";""
"1953410";"SA620005454";"MA690000026";"0";""
"1953495";"SA810001648";"MA250021162";"0";""
"1953508";"SA420019049";"MA770013476";"1";"31.10.2021"
"1953622";"SA780000340";"MA110016989";"0";""
"1953695";"SA100013662";"MA380005570";"1";"31.10.2022"
"1953739";"SA430010014";"MA410015720";"0";""
"1953782";"SA630018375";"MA260021112";"0";""
"1953914";"SA680019265";"MA600013706";"1";"30.04.2022"
"1953936";"SA590004990";"MA820005207";"1";"30.09.2020"
"1953953";"SA110003842";"MA920012326";"0";""
"1953961";"SA240005463";"MA500000033";"0";""
"1954062";"SA900011635";"MA630017320";"0";""
"1954064";"SA880007077";"MA940012842";"0";""
"1954344";"SA970006571";"MA430009629";"0";""
"1954348";"SA260005174";"MA740021945";"1";"30.04.2021"
"1954414";"SA890012684";"MA460001720";"0";""
"1954721";"SA570017184";"MA140003438";"0";""
"1954731";"SA470005976";"MA280014463";"0";""
"1954953";"SA620011053";"MA890000132";"0";""
"1955031";"SA210014336";"MA380006172";"0";""
"1955084";"SA310008137";"MA500011129";"1";"31.07.2021"
"1955216";"SA750014932";"MA790006766";"0";""
"1955437";"SA650016072";"MA750002216";"0";""
"1955458";"SA220000694";"MA960000714";"0";""
"1955572";"SA400008770";"MA970003470";"0";""
"1955630";"SA740007325";"MA720021312";"0";""
"1955683";"SA800003553";"MA580009339";"0";""
"1955937";"SA740011685";"MA340006393";"0";""
"1955988";"SA320010557";"MA310021835";"1";"31.07.2020"
"1956160";"SA370016532";"MA490019282";"1";"31.03.2021"
"1956357";"SA290008792";"MA950000577";"0";""
"1956472";"SA340011213";"MA750000284";"0";""
"1956555";"SA750010293";"MA100013283";"0";""
"1956647";"SA610009112";"MA980006585";"0";""
"1956752";"SA470001605";"MA930010173";"0";""
"1956843";"SA740003189";"MA860019915";"0";""
"1956926";"SA700019793";"MA880003165";"0";""
"1956936";"SA820020246";"MA270014711";"0";""
"1957072";"SA240000646";"MA310014603";"0";""
"1957318";"SA510002863";"MA570016797";"0";""
"1957387";"SA280021189";"MA470007305";"0";""
"1957562";"SA730000773";"MA580011967";"0";""
"1957590";"SA780004484";"MA380004733";"0";""
"1957593";"SA160004286";"MA850001660";"0";""
"1957603";"SA290017440";"MA640006451";"0";""
"1957758";"SA930016986";"MA610011555";"0";""
"1957777";"SA970010533";"MA720019011";"1";"31.08.2020"
"1958005";"SA600000319";"MA250008766";"0";""
"1958024";"SA660002699";"MA540011226";"0";""
"1958123";"SA390003656";"MA150000975";"0";""
"1958200";"SA270008024";"MA280002647";"1";"31.12.2020"
"1958212";"SA240001545";"MA260018266";"0";""
"1958286";"SA600013331";"MA200010825";"1";"31.08.2020"
"1958355";"SA470018800";"MA660021510";"0";""
"1958381";"SA770019002";"MA520016158";"1";"31.08.2020"
"1958394";"SA710007334";"MA210021333";"0";""
"1958437";"SA160021639";"MA650021549";"0";""
"1958513";"SA210013075";"MA640002131";"0";""
"1958586";"SA720018956";"MA840002264";"1";"31.08.2022"
"1958725";"SA160008743";"MA720011725";"0";""
"1958726";"SA280020923";"MA360001387";"0";""
"1958872";"SA440020234";"MA110003654";"0";""
"1958935";"SA380009565";"MA690004286";"0";""
"1959063";"SA910007525";"MA820015980";"0";""
"1959296";"SA390009668";"MA280018144";"0";""
"1959472";"SA150012457";"MA740015370";"0";""
"1959536";"SA140007248";"MA810015692";"0";""
"1959617";"SA320006509";"MA720020507";"0";""
"1959741";"SA460005383";"MA830011152";"1";"31.12.2022"
"1959823";"SA540002194";"MA960010757";"1";"31.07.2021"
"1959829";"SA850017483";"MA810009330";"0";""
"1959861";"SA850008084";"MA110011099";"1";"31.10.2020"
"1959957";"SA780015934";"MA780015938";"0";""
"1960115";"SA170014161";"MA470003228";"0";""
"1960165";"SA420013927";"MA740000153";"0";""
"1960221";"SA190015639";"MA640007462";"0";""
"1960313";"SA130002808";"MA670008576";"0";""
"1960384";"SA810018015";"MA240015238";"0";""
"1960473";"SA520010152";"MA210021402";"0";""
"1960518";"SA290010129";"MA780001964";"0";""
"1960528";"SA820018124";"MA710001450";"0";""
"1960553";"SA160011901";"MA360014874";"0";""
"1960855";"SA450018070";"MA140001411";"0";""
"1960955";"SA150007210";"MA480021212";"0";""
"1961017";"SA940018204";"MA630010007";"0";""
"1961273";"SA640001135";"MA260017817";"0";""
"1961348";"SA810017674";"MA730014966";"0";""
"1961354";"SA190001222";"MA610004171";"0";""
"1961385";"SA200011498";"MA130000544";"0";""
"1961398";"SA700011978";"MA150003882";"0";""
"1961540";"SA910018693";"MA670007663";"0";""
"1961643";"SA600020318";"MA580012007";"0";""
"1961712";"SA970020325";"MA430012015";"0";""
"1961717";"SA540019678";"MA790003051";"0";""
"1961783";"SA340011704";"MA290020191";"0";""
"1961798";"SA210011329";"MA950008831";"0";""
"1961882";"SA210003283";"MA660020002";"0";""
"1961912";"SA440002891";"MA980005843";"0";""
"1961999";"SA730000701";"MA820017359";"0";""
"1962100";"SA330016954";"MA280014270";"0";""
"1962112";"SA910001669";"MA740012934";"0";""
"1962327";"SA380002147";"MA630018886";"1";"31.12.2021"
"1962354";"SA950003244";"MA790000519";"0";""
"1962357";"SA480008856";"MA490014602";"0";""
"1962424";"SA620007452";"MA430010518";"0";""
"1962538";"SA790010019";"MA150021267";"0";""
"1962643";"SA280016439";"MA490011007";"1";"28.02.2022"
"1962721";"SA280007730";"MA970013477";"1";"31.08.2022"
"1962732";"SA920008362";"MA640011349";"0";""
"1962748";"SA140021531";"MA800018664";"0";""
"1962829";"SA250018088";"MA620015303";"0";""
"1962924";"SA680006879";"MA650012633";"0";""
"1962934";"SA700012098";"MA740009627";"0";""
"1962949";"SA700015536";"MA390021105";"0";""
"1962966";"SA650016780";"MA790016788";"0";""
"1963062";"SA400020066";"MA160014526";"0";""
"1963429";"SA170001869";"MA220004837";"0";""
"1963430";"SA510001020";"MA330009563";"0";""
"1963486";"SA510022131";"MA820005499";"1";"30.11.2020"
"1963512";"SA470002533";"MA700016486";"1";"31.01.2022"
"1963526";"SA320007855";"MA970013599";"1";"30.04.2021"
"1963543";"SA180022047";"MA560016393";"1";"31.07.2020"
"1963579";"SA610018086";"MA860012585";"0";""
"1963580";"SA450000911";"MA420012106";"0";""
"1963675";"SA620019277";"MA520005463";"1";"31.07.2021"
"1963699";"SA950008255";"MA980005714";"0";""
"1963710";"SA810005682";"MA770016864";"0";""
"1963723";"SA310010507";"MA470008049";"1";"30.11.2022"
"1963789";"SA120001295";"MA490009854";"0";""
"1963843";"SA380016052";"MA490005085";"1";"31.01.2021"
"1963850";"SA390000200";"MA120014151";"0";""
"1964051";"SA580014185";"MA110019804";"0";""
"1964126";"SA210012344";"MA210004234";"0";""
"1964128";"SA510003684";"MA520006653";"0";""
"1964131";"SA370007777";"MA520013516";"1";"31.03.2021"
"1964168";"SA900012168";"MA940012367";"0";""
"1964174";"SA250007800";"MA420008106";"1";"31.05.2022"
"1964287";"SA120021059";"MA300007199";"0";""
"1964319";"SA900003480";"MA790003655";"0";""
"1964329";"SA270001631";"MA710004598";"0";""
"1964406";"SA140002376";"MA150013617";"1";"31.07.2020"
"1964411";"SA480020164";"MA940006349";"0";""
"1964571";"SA100004630";"MA470013151";"0";""
"1964682";"SA770009599";"MA310001440";"0";""
"1964727";"SA880021291";"MA720015633";"0";""
"1964734";"SA820014404";"MA510014538";"0";""
"1964774";"SA840015924";"MA300002087";"0";""
"1965094";"SA260018058";"MA550001388";"0";""
"1965175";"SA710004512";"MA440001901";"0";""
"1965304";"SA220010080";"MA310004784";"0";""
"1965420";"SA640019234";"MA740002571";"1";"30.11.2021"
"1965439";"SA430005599";"MA960005811";"0";""
"1965466";"SA960010158";"MA720002006";"0";""
"1965496";"SA180015870";"MA430013159";"0";""
"1965585";"SA320005997";"MA800000533";"0";""
"1965663";"SA920019358";"MA930011088";"1";"31.10.2021"
"1965695";"SA630007017";"MA710015501";"0";""
